TOWN11CD,TOWN11NM,POPULATION_2011,SIZE_FLAG,RGN11NM,COASTAL,COASTAL DETAILED,TTWA11CD,TTWA11NM,TTWA CLASSIFICATION,JOB DENSITY FLAG,INCOME FLAG,UNIVERSITY FLAG,Level4Qual_residents35-64_2011,KS4_2012-2013_counts,Key Stage 2 attainment_school year 2007 to 2008,Key Stage 4 attainment_school year 2012 to 2013,Level 2 at age 18,Level 3 at age 18,Activity at age 19: full-time higher education,Activity at age 19: sustained further education,Activity at age 19: appprenticeships,Activity at age 19: employment with earnings above 0,Activity at age 19: employment with earnings above 10K,Activity at age 19: out-of-work,Highest level qualification achieved by age 22: less than level 1,Highest level qualification achieved by age 22: level 1 to level 2,Highest level qualification achieved by age 22: level 3 to level 5,Highest level qualification achieved by age 22: level 6 or above,Highest level qualification achieved by age 22: average score,Education Score
E35001308,Ditton BUASD,25982,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000242,Medway,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Low,302,77.6,68.5,86.4,52.0,29.8,14.2,8.6,55.0,29.8,7.3,*,31.2,40.9,26.6,3.5,1.2
E35001311,Egham BUASD,25996,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000266,Slough and Heathrow,Majority conurbation,Working,Lower deprivation towns,University,Medium,207,82.0,62.3,85.5,51.2,29.0,15.9,8.7,55.1,29.5,4.8,*,23.4,51.2,22.0,3.3,0.7
E35001312,Portsmouth BUASD,238137,City,South East,Coastal,Cities,E30000254,Portsmouth,Majority town and city (Large Towns),Working,Cities,University,Medium,2311,64.9,48.0,74.7,38.6,22.9,23.0,13.6,51.5,25.4,9.3,3.9,30.2,47.0,18.8,3.1,-4.5
E35001313,Wolverhampton BUASD,210319,Large Towns,West Midlands,Non-coastal,Large non-coastal town,E30000288,Wolverhampton and Walsall,Majority conurbation,Mixed,Higher deprivation towns,University,Low,2422,70.3,59.0,82.2,43.2,40.0,18.5,10.2,36.0,13.8,12.4,1.9,26.7,39.8,31.6,3.6,-0.9
E35001314,Staines BUASD,25736,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000266,Slough and Heathrow,Majority conurbation,Working,Lower deprivation towns,No university,Medium,204,78.2,63.2,87.7,52.0,31.9,19.1,14.7,54.9,33.3,*,*,21.5,50.2,26.8,3.5,0.9
E35001315,Torquay BUASD,49094,Medium Towns,South West,Coastal,Large seaside town,E30000279,Torquay and Paignton,Majority town and city (small),Working,Higher deprivation towns,No university,Low,463,65.9,49.7,76.0,38.7,22.7,21.4,11.7,46.2,20.5,9.7,*,27.7,55.3,15.1,3.1,-4.2
E35001316,Nottingham BUASD,289301,City,East Midlands,Non-coastal,Cities,E30000249,Nottingham,Majority conurbation,Working,Cities,University,Low,2824,65.0,50.1,74.5,34.3,28.0,22.0,10.7,39.0,16.5,15.7,4.6,34.1,39.6,21.8,3.2,-4.5
E35001318,Paignton BUASD,64410,Medium Towns,South West,Coastal,Large seaside town,E30000279,Torquay and Paignton,Majority town and city (small),Mixed,Higher deprivation towns,No university,Low,760,70.6,61.8,77.6,41.1,28.9,23.2,13.3,49.5,19.5,8.2,1.4,25.7,49.2,23.7,3.4,-1.4
E35001320,Grimsby BUASD,88243,Large Towns,Yorkshire and The Humber,Coastal,Large other coastal town,E30000211,Grimsby,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,1058,64.2,53.2,76.7,35.6,21.3,26.7,12.5,39.7,17.7,19.9,3.8,30.1,48.6,17.5,3.1,-4.2
E35001321,West Hallam BUASD,6016,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000200,Derby,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Medium,70,87.3,72.9,92.9,55.7,35.7,22.9,21.4,60.0,31.4,*,*,15.5,49.3,35.2,3.9,4.2
E35001322,Weston-Super-Mare BUASD,83641,Large Towns,South West,Coastal,Large seaside town,E30000285,Weston-super-Mare,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,938,68.2,57.0,85.6,46.3,26.1,22.8,11.3,52.5,23.9,9.4,2.3,21.5,53.3,22.9,3.4,-1.6
E35001323,Beeston (Broxtowe) BUASD,51479,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000249,Nottingham,Majority conurbation,Mixed,Lower deprivation towns,No university,Medium,458,78.6,69.2,83.2,50.4,38.2,23.4,14.2,49.3,20.1,6.6,*,25.6,40.0,32.8,3.7,1.9
E35001324,Warwick BUASD,31345,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000228,Leamington Spa,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,262,77.3,71.0,86.6,49.6,38.2,21.8,13.4,49.6,25.2,6.5,*,20.0,47.7,30.8,3.7,1.8
E35001325,Filton BUASD,59495,Medium Towns,South West,Non-coastal,Large non-coastal town,E30000180,Bristol,Majority town and city (Large Towns),Working,Lower deprivation towns,University,Medium,643,75.4,64.1,81.2,45.9,34.2,19.9,12.9,60.2,33.1,5.1,1.6,29.1,40.6,28.7,3.5,0.1
E35001326,Stafford BUASD,68472,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000271,Stafford,Majority town and city (small),Working,Mid deprivation towns,University,Medium,696,77.2,62.2,82.0,46.8,35.2,17.5,11.1,49.9,24.1,6.2,2.2,24.8,43.6,29.4,3.5,0.3
E35001327,West Kingsdown BUASD,5484,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000281,Tunbridge Wells,Majority town and city (small),Mixed,Lower deprivation towns,No university,Low,50,64.2,62.0,86.0,52.0,30.0,*,*,52.0,24.0,*,*,32.7,44.9,*,3.2,-1.6
E35001329,Rotherham BUASD,109691,Large Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000261,Sheffield,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,1369,64.4,60.2,79.7,41.5,30.3,22.2,11.4,44.8,20.4,12.3,3.4,30.5,42.4,23.7,3.3,-2.6
E35001332,Leyland BUASD,38805,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000255,Preston,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,484,69.4,59.5,81.2,51.7,34.1,19.2,12.2,49.8,23.1,11.2,2.1,21.1,48.9,28.0,3.6,-0.3
E35001333,Leeds BUASD,474632,City,Yorkshire and The Humber,Non-coastal,Cities,E30000229,Leeds,Majority conurbation,Working,Cities,University,Low,4776,68.2,52.0,79.6,41.4,30.5,19.6,9.4,41.2,18.8,13.5,3.2,34.6,38.4,23.9,3.3,-3.0
E35001334,Mansfield BUASD,77551,Large Towns,East Midlands,Non-coastal,Large non-coastal town,E30000240,Mansfield,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,892,66.5,56.5,76.3,39.1,26.9,22.4,12.9,48.3,22.2,13.8,1.9,36.2,38.4,23.5,3.3,-3.0
E35001335,Kingston upon Hull BUASD,284321,City,Yorkshire and The Humber,Coastal,Cities,E30000220,Hull,Majority town and city (Large Towns),Working,Cities,University,Low,3012,68.4,51.6,80.8,35.3,24.2,27.3,16.6,43.8,21.8,14.7,1.5,32.9,46.9,18.7,3.2,-3.8
E35001337,Swadlincote BUASD,45000,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000183,Burton upon Trent,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,539,74.7,47.3,76.8,36.9,22.3,22.1,14.7,53.8,29.9,10.9,3.3,34.1,42.2,20.4,3.1,-3.5
E35001340,Northwich BUASD,45471,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000197,Crewe,Majority town and city (small),Working,Mid deprivation towns,No university,Medium,533,77.1,66.2,79.7,58.2,33.8,21.4,12.8,44.7,21.8,8.6,2.6,19.7,48.6,29.1,3.6,1.8
E35001341,Iver Heath BUASD,8065,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000266,Slough and Heathrow,Majority conurbation,Working,Lower deprivation towns,No university,Medium,90,62.8,64.4,80.0,43.3,33.3,20.0,14.4,43.3,26.7,*,*,25.3,44.0,27.5,3.4,-1.8
E35001345,Rainford BUASD,5831,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,66,83.6,68.2,83.3,59.1,37.9,18.2,*,48.5,15.2,*,*,25.4,35.8,37.3,3.8,3.5
E35001346,Stroud BUASD,32670,Medium Towns,South West,Non-coastal,Large non-coastal town,E30000209,Gloucester,Majority town and city (Large Towns),Working,Mid deprivation towns,No university,Medium,344,80.8,69.5,83.1,51.5,36.3,14.8,12.2,51.5,21.2,9.9,*,28.7,40.6,29.2,3.5,1.9
E35001347,Lancaster BUASD,48085,Medium Towns,North West,Non-coastal,Large non-coastal town,E30000076,Lancaster and Morecambe,Majority town and city (small),Working,Higher deprivation towns,No university,Medium,494,70.8,63.8,87.2,46.5,34.4,18.8,13.2,43.5,17.6,12.1,2.6,31.4,38.7,27.3,3.4,-0.6
E35001348,Harlow BUASD,82059,Large Towns,East of England,Non-coastal,Large non-coastal town,E30000186,Cambridge,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,963,66.6,52.8,78.9,45.9,27.0,13.1,7.7,54.5,28.7,5.9,3.4,27.0,47.8,21.9,3.3,-2.7
E35001349,Wokingham BUASD,42728,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000256,Reading,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,High,438,82.5,74.9,89.5,67.8,52.5,12.6,7.5,46.6,21.0,2.7,*,14.9,37.6,45.9,4.2,5.9
E35001350,Kidsgrove BUASD,26293,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000273,Stoke-on-Trent,Majority town and city (Large Towns),Residential,Mid deprivation towns,No university,Low,313,73.8,51.8,79.6,39.9,22.4,24.3,16.6,56.2,27.5,11.5,*,35.6,42.2,20.6,3.2,-2.7
E35001351,Littleborough BUASD,12370,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Lower deprivation towns,No university,Medium,147,88.3,77.6,92.5,63.3,44.2,27.9,17.7,43.5,20.4,*,*,12.8,53.4,33.8,3.9,5.6
E35001352,Camberley BUASD,38038,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000212,Guildford and Aldershot,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,378,79.3,65.1,84.4,53.2,38.4,14.6,8.2,53.4,27.2,4.5,*,24.7,42.8,30.6,3.6,1.6
E35001353,Slough BUASD,155298,Large Towns,South East,Non-coastal,Large non-coastal town,E30000266,Slough and Heathrow,Majority conurbation,Working,Higher deprivation towns,No university,Medium,1864,69.4,64.8,87.1,54.0,45.3,13.9,7.2,40.8,19.2,4.2,1.6,18.5,44.6,35.4,3.8,1.1
E35001354,Tynemouth BUASD,67519,Medium Towns,North East,Coastal,Large other coastal town,E30000245,Newcastle,Majority conurbation,Working,Higher deprivation towns,No university,Medium,692,77.0,64.9,84.7,41.8,28.2,27.9,16.2,43.9,20.2,12.3,1.4,29.5,46.7,22.3,3.4,-0.4
E35001356,Alfreton BUASD,22763,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000240,Mansfield,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,270,66.3,55.9,75.2,36.3,22.2,20.7,15.6,51.9,29.3,11.5,*,39.0,39.4,18.6,3.0,-3.9
E35001357,Colchester BUASD,119441,Large Towns,East of England,Non-coastal,Large non-coastal town,E30000193,Colchester,Majority town and city (Large Towns),Working,Mid deprivation towns,University,Medium,1252,72.4,63.1,78.8,48.1,30.0,16.9,8.2,51.0,24.8,7.9,2.3,26.2,44.8,26.7,3.4,-0.3
E35001358,Derby BUASD,255394,City,East Midlands,Non-coastal,Cities,E30000200,Derby,Majority town and city (Large Towns),Working,Cities,University,Medium,2889,70.1,55.8,81.0,41.6,31.0,21.4,14.4,48.7,25.0,7.1,2.5,32.2,39.6,25.8,3.4,-2.1
E35001359,Wimborne Minster BUASD,15174,Small Towns,South West,Non-coastal,Smaller non-coastal town,E30000110,Poole,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,155,83.6,63.2,90.3,60.6,38.7,20.6,11.0,48.4,25.2,*,*,22.7,46.1,29.2,3.6,2.5
E35001360,Kingsnorth (Ashford) BUASD,6563,Small Towns,South East,Non-coastal,Smaller non-coastal town,E30000160,Ashford,Majority town and city (small),Residential,Lower deprivation towns,No university,Medium,98,81.6,68.4,81.6,41.8,35.7,10.2,*,51.0,31.6,*,*,38.0,30.0,30.0,3.4,0.5
E35001361,Ryde BUASD,23999,Medium Towns,South East,Coastal,Large seaside town,E30000070,Isle of Wight,Majority town and city (small),Residential,Higher deprivation towns,No university,Low,259,58.5,47.9,71.0,29.3,25.1,19.7,10.4,43.6,18.1,11.6,7.7,35.6,39.5,17.2,2.9,-6.7
E35001362,Cramlington BUASD,27683,Medium Towns,North East,Non-coastal,Large non-coastal town,E30000245,Newcastle,Majority conurbation,Working,Mid deprivation towns,No university,Low,307,80.6,56.0,85.0,44.0,29.3,30.6,19.5,53.7,27.4,12.4,3.6,27.7,44.3,24.4,3.4,-0.6
E35001363,Grantham BUASD,41998,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000054,Grantham,Majority town and city (small),Working,Higher deprivation towns,No university,Low,523,69.2,59.7,84.5,49.3,30.6,21.2,12.6,47.2,21.2,9.2,*,27.4,43.0,27.8,3.5,-0.7
E35001365,Wombwell BUASD,23355,Medium Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000004,Barnsley,Majority conurbation,Residential,Higher deprivation towns,No university,Low,291,76.9,49.1,79.4,37.5,25.8,27.1,17.2,46.0,22.0,10.7,*,29.0,50.3,19.0,3.2,-2.7
E35001366,Chester-le-Street BUASD,37164,Medium Towns,North East,Non-coastal,Large non-coastal town,E30000245,Newcastle,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,445,83.3,67.2,87.9,49.4,32.6,29.2,18.4,54.4,24.3,8.8,*,27.7,43.6,26.8,3.5,1.7
E35001367,Kesgrave BUASD,18975,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000222,Ipswich,Majority town and city (Large Towns),Working,Lower deprivation towns,No university,Medium,226,85.9,69.5,91.6,64.6,44.2,9.3,6.2,49.6,27.4,*,*,22.8,41.5,35.7,3.9,4.5
E35001370,Epsom BUASD,31474,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000234,London,Majority conurbation,Working,Lower deprivation towns,No university,High,274,76.3,68.6,86.5,60.6,47.4,15.7,9.9,44.5,17.5,3.6,*,16.7,39.9,41.7,4.0,3.4
E35001373,Minster (Swale) BUASD,18760,Small Towns,South East,Coastal,Smaller other coastal town,E30000242,Medway,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,256,62.0,52.0,87.9,40.2,23.4,20.3,8.6,47.3,23.4,11.7,*,33.9,45.1,19.5,3.2,-4.1
E35001374,Horsforth BUASD,18895,Small Towns,Yorkshire and The Humber,Non-coastal,Smaller non-coastal town,E30000229,Leeds,Majority conurbation,Mixed,Lower deprivation towns,University,Medium,185,88.2,81.6,90.8,65.9,40.5,24.3,16.8,51.9,27.0,*,*,16.1,47.8,34.9,3.9,6.1
E35001375,Hoylake BUASD,10909,Small Towns,North West,Coastal,Smaller seaside town,E30000168,Birkenhead,Majority conurbation,Residential,Lower deprivation towns,No university,High,125,93.6,84.0,93.6,70.4,56.0,16.8,12.0,33.6,13.6,*,*,14.5,36.3,48.4,4.3,8.6
E35001376,Coventry BUASD,325949,City,West Midlands,Non-coastal,Cities,E30000195,Coventry,Majority town and city (Large Towns),Working,Cities,University,Low,3681,69.3,57.2,81.0,43.2,35.6,19.8,11.3,44.7,20.4,8.9,2.2,29.2,41.3,27.3,3.5,-1.7
E35001378,Rayleigh BUASD,95580,Large Towns,East of England,Non-coastal,Large non-coastal town,E30000268,Southend,Majority town and city (Large Towns),Residential,Lower deprivation towns,No university,Low,1151,76.0,64.5,87.7,57.7,33.4,18.5,14.1,52.7,30.1,4.2,1.8,20.4,47.7,30.0,3.6,1.6
E35001379,Wigan BUASD,103608,Large Towns,North West,Non-coastal,Large non-coastal town,E30000284,Warrington and Wigan,Majority conurbation,Working,Higher deprivation towns,No university,Low,1201,74.9,63.2,83.6,49.9,33.7,24.2,15.2,50.0,21.8,11.6,1.8,26.0,42.2,29.9,3.6,0.5
E35001380,Partington BUASD,7912,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Higher deprivation towns,No university,Low,114,60.5,52.6,81.6,36.0,21.9,21.9,15.8,54.4,27.2,8.8,*,36.3,44.2,*,3.1,-4.8
E35001381,Dudley (North Tyneside) BUASD,5497,Small Towns,North East,Non-coastal,Smaller non-coastal town,E30000245,Newcastle,Majority conurbation,Residential,Higher deprivation towns,No university,Low,73,54.4,38.4,68.5,26.0,13.7,32.9,19.2,57.5,28.8,*,*,46.6,34.2,*,2.8,-8.7
E35001385,Middlesbrough BUASD,174700,Large Towns,North East,Non-coastal,Large non-coastal town,E30000093,Middlesbrough and Stockton,Majority town and city (Large Towns),Working,Higher deprivation towns,University,Low,2110,70.8,53.2,78.8,39.4,30.6,23.6,14.3,38.2,15.5,18.7,2.8,27.4,43.0,26.8,3.4,-2.3
E35001386,Waltham Abbey BUASD,18743,Small Towns,East of England,Non-coastal,Smaller non-coastal town,E30000234,London,Majority conurbation,Mixed,Higher deprivation towns,No university,Low,208,74.5,63.0,83.2,46.6,31.3,16.3,10.6,56.3,30.8,6.3,*,23.1,47.6,26.4,3.5,-0.2
E35001387,Consett BUASD,24828,Medium Towns,North East,Non-coastal,Large non-coastal town,E30000245,Newcastle,Majority conurbation,Mixed,Higher deprivation towns,No university,Medium,293,70.4,63.1,87.4,52.6,35.8,29.7,18.1,46.4,18.4,9.6,*,22.4,45.2,30.6,3.7,0.5
E35001388,Whitworth BUASD,7500,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Higher deprivation towns,No university,Low,73,86.7,56.2,76.7,50.7,34.2,32.9,26.0,50.7,19.2,*,*,24.0,41.3,33.3,3.6,1.4
E35001389,Peterborough BUASD,161707,Large Towns,East of England,Non-coastal,Large non-coastal town,E30000108,Peterborough,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,1878,67.8,54.3,78.7,44.2,34.1,15.2,7.2,42.8,19.0,9.1,3.1,31.1,38.3,27.4,3.4,-2.2
E35001391,Carlisle BUASD,75306,Large Towns,North West,Non-coastal,Large non-coastal town,K01000010,Carlisle,Majority town and city (Large Towns),Working,Higher deprivation towns,University,Low,777,72.5,45.8,70.0,33.7,24.5,20.8,15.8,50.7,26.8,11.6,3.6,40.2,34.9,21.3,3.1,-4.3
E35001392,Royal Leamington Spa BUASD,55733,Medium Towns,West Midlands,Non-coastal,Large non-coastal town,E30000228,Leamington Spa,Majority town and city (small),Working,Lower deprivation towns,No university,Medium,403,72.6,63.8,82.1,53.6,38.5,19.1,10.4,46.7,16.4,5.7,*,25.4,40.5,32.1,3.6,0.8
E35001393,Poulton-le-Fylde BUASD,17430,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000171,Blackpool,Majority town and city (Large Towns),Mixed,Lower deprivation towns,No university,Medium,163,86.5,69.3,89.0,64.4,46.0,22.1,12.3,41.1,17.2,7.4,*,11.2,47.2,40.4,4.1,5.2
E35001395,Stanley BUASD,20995,Medium Towns,North East,Non-coastal,Large non-coastal town,E30000245,Newcastle,Majority conurbation,Residential,Higher deprivation towns,No university,Low,268,63.3,50.0,74.5,32.2,18.7,26.1,16.0,51.1,20.5,14.2,*,36.7,45.7,15.0,3.0,-5.2
E35001397,Bexhill BUASD,42369,Medium Towns,South East,Coastal,Large seaside town,E30000061,Hastings,Majority town and city (Large Towns),Residential,Higher deprivation towns,No university,Low,422,67.1,57.3,83.4,48.8,32.0,12.6,6.9,45.7,20.1,8.5,*,23.2,48.7,26.0,3.4,-1.5
E35001398,Plymouth BUASD,234982,City,South West,Coastal,Cities,E30000253,Plymouth,Majority town and city (Large Towns),Working,Cities,University,Low,2446,71.9,57.6,83.1,39.5,26.8,29.9,19.5,46.3,21.8,11.4,2.0,31.9,44.0,22.1,3.3,-2.1
E35001399,Leicester BUASD,443760,City,East Midlands,Non-coastal,Cities,E30000230,Leicester,Majority town and city (Large Towns),Working,Cities,University,Low,5239,67.9,56.7,78.7,43.6,39.1,18.6,9.2,38.1,15.7,8.6,3.1,25.6,40.7,30.6,3.6,-1.6
E35001400,Leek BUASD,19624,Small Towns,West Midlands,Non-coastal,Smaller non-coastal town,E30000273,Stoke-on-Trent,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,226,64.5,49.6,81.3,45.3,35.4,24.3,14.2,48.2,20.8,6.6,*,26.5,40.3,31.0,3.6,-2.5
E35001401,Wallsend BUASD,43826,Medium Towns,North East,Non-coastal,Large non-coastal town,E30000245,Newcastle,Majority conurbation,Residential,Higher deprivation towns,No university,Low,493,61.9,63.3,85.2,43.6,30.4,26.8,15.6,47.3,19.7,14.2,*,29.7,44.0,25.3,3.5,-1.9
E35001402,Huddersfield BUASD,162949,Large Towns,Yorkshire and The Humber,Non-coastal,Large non-coastal town,E30000219,Huddersfield,Majority conurbation,Working,Higher deprivation towns,University,Medium,1711,72.4,61.2,85.6,52.0,40.9,22.1,12.8,44.5,18.3,9.1,1.7,17.8,48.6,31.9,3.7,0.6
E35001404,Hunstanton BUASD,8704,Small Towns,East of England,Coastal,Smaller seaside town,E30000225,King's Lynn,Majority rural,Mixed,Higher deprivation towns,No university,Low,75,67.9,49.3,56.0,30.7,20.0,*,*,46.7,22.7,*,*,46.8,32.5,*,2.8,-5.6
E35001405,Cambridge BUASD,145818,Large Towns,East of England,Non-coastal,Large non-coastal town,E30000186,Cambridge,Majority town and city (Large Towns),Working,Lower deprivation towns,University,High,958,75.4,64.3,82.9,54.8,41.8,13.8,6.8,42.4,18.5,5.7,3.2,23.6,40.9,32.3,3.6,1.2
E35001407,Colne BUASD,18806,Small Towns,North West,Non-coastal,Smaller non-coastal town,E30000182,Burnley,Majority town and city (Large Towns),Working,Higher deprivation towns,No university,Low,219,69.5,55.3,88.6,45.2,29.7,27.9,18.3,41.6,20.1,9.1,*,25.6,52.1,20.5,3.3,-2.0
E35001409,Weybridge BUASD,29837,Medium Towns,South East,Non-coastal,Large non-coastal town,E30000266,Slough and Heathrow,Majority conurbation,Working,Lower deprivation towns,No university,High,205,85.6,76.6,88.8,68.3,53.7,10.2,*,46.3,20.5,*,*,15.9,38.6,43.5,4.1,6.1
E35001411,Glossop BUASD,33020,Medium Towns,East Midlands,Non-coastal,Large non-coastal town,E30000239,Manchester,Majority conurbation,Residential,Mid deprivation towns,No university,Medium,372,83.0,63.7,90.3,53.8,34.9,20.4,14.5,45.2,21.0,10.2,*,25.5,46.2,26.9,3.5,1.7
E35001413,Hoddesdon BUASD,42253,Medium Towns,East of England,Non-coastal,Large non-coastal town,E30000234,London,Majority conurbation,Working,Mid deprivation towns,No university,Low,504,80.1,62.3,85.5,51.0,26.8,22.6,14.9,57.7,35.9,3.6,*,28.4,46.5,23.9,3.4,0.7
E35001414,Staveley BUASD,15313,Small Towns,East Midlands,Non-coastal,Smaller non-coastal town,E30000190,Chesterfield,Majority town and city (Large Towns),Mixed,Higher deprivation towns,No university,Low,193,72.4,59.6,79.3,48.7,25.9,22.8,13.0,53.4,22.8,10.9,*,29.2,46.4,23.4,3.4,-0.8
